localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,sequenceofcourse,educationalenvironmentdescriptorid,mediumofinstructiondescriptorid,populationserveddescriptorid,availablecredits,availablecredittypedescriptorid,availablecreditconversion,instructionlanguagedescriptorid,locationschoolid,locationclassroomidentificationcode,officialattendanceperiod,sectionname,discriminator,createdate,lastmodifieddate,id,changeversion
"SCI-04","255901107","2011","25590110703Trad207SCI0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","207",,,"NULL","2020-11-13 14:16:13.391393","2020-11-13 14:16:13.391250","eb11c055-91c6-43a9-91d4-0a0ad575c80d","12749"
"SCI-04","255901107","2011","25590110705Trad208SCI0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","208",,,"NULL","2020-11-13 14:16:13.405181","2020-11-13 14:16:13.404889","77c82597-60e4-44c2-a3e0-c60bea1253f3","12753"
"SS-01","255901107","2011","25590110705Trad104SS0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:13.419707","2020-11-13 14:16:13.419566","8045d4f6-84a1-422e-871c-5dad7ed2df17","12757"
"SS-02","255901107","2011","25590110705Trad106SS0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","106",,,"NULL","2020-11-13 14:16:13.434607","2020-11-13 14:16:13.434432","bd5c24d4-089f-4285-9d71-617459902eb6","12761"
"SS-03","255901107","2011","25590110706Trad203SS0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","203",,,"NULL","2020-11-13 14:16:13.447189","2020-11-13 14:16:13.447052","b5c7d2f1-1da5-4954-8331-cc02912984cf","12765"
"SS-04","255901107","2011","25590110706Trad207SS0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","207",,,"NULL","2020-11-13 14:16:13.458980","2020-11-13 14:16:13.458770","ea33ed09-d3ec-4640-a836-6824aa33a22c","12769"
"SS-05","255901107","2011","25590110707Trad301SS0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","301",,,"NULL","2020-11-13 14:16:13.471859","2020-11-13 14:16:13.471646","4751eab7-3c42-4ddd-adcc-b1b7171b0136","12772"
"SCI-04","255901107","2011","25590110705Trad206SCI0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","206",,,"NULL","2020-11-13 14:16:13.402977","2020-11-13 14:16:13.402800","75219456-5256-4ca7-bcec-ddf2febd7a45","12751"
"SCI-05","255901107","2011","25590110706Trad303SCI0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:13.416799","2020-11-13 14:16:13.416611","93296ab7-f445-4cd5-80de-53594d732278","12756"
"SS-02","255901107","2011","25590110705Trad105SS0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","105",,,"NULL","2020-11-13 14:16:13.433172","2020-11-13 14:16:13.432998","5e30394d-ac5c-47ab-820a-a7c4ed78ba3e","12760"
"SS-02","255901107","2011","25590110707Trad108SS0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","108",,,"NULL","2020-11-13 14:16:13.443828","2020-11-13 14:16:13.443551","29a58bae-2f52-45fe-8e62-89f683e09484","12763"
"SS-03","255901107","2011","25590110707Trad201SS0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","201",,,"NULL","2020-11-13 14:16:13.448848","2020-11-13 14:16:13.448683","48049e77-b011-4b13-b98d-a4591a6ce24a","12766"
"SS-03","255901107","2011","25590110707Trad204SS0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","204",,,"NULL","2020-11-13 14:16:13.457886","2020-11-13 14:16:13.457681","afefe86f-8ab1-4d27-aad7-5571a830b01f","12767"
"SS-04","255901107","2011","25590110707Trad208SS0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","208",,,"NULL","2020-11-13 14:16:13.470069","2020-11-13 14:16:13.469787","f159bc25-a05f-42d1-8958-acf2cb84e537","12771"
"SS-05","255901107","2011","25590110707Trad303SS0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:13.474894","2020-11-13 14:16:13.474733","d478432a-fd2e-4295-9f52-c6631dd4e4f7","12774"
"SS-05","255901107","2011","25590110707Trad304SS0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","304",,,"NULL","2020-11-13 14:16:13.483393","2020-11-13 14:16:13.483213","15228981-4dde-4ab6-b760-ddb3b57ba7e1","12775"
"SS-01","255901107","2011","25590110706Trad103SS0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","103",,,"NULL","2020-11-13 14:16:13.429622","2020-11-13 14:16:13.429348","5b5014f3-daa9-4aa3-abd0-5c0a43239840","12759"
"SS-05","255901107","2011","25590110707Trad302SS0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","302",,,"NULL","2020-11-13 14:16:13.471919","2020-11-13 14:16:13.471756","96971d8e-0765-46f1-a67f-63ed82ab393a","12773"
